"cowID","date_birth","breed"
1056,"2002-03-20","46"
1057,"2002-04-03","46"
1058,"1993-09-07","66"
1059,"1994-08-06","66"
1060,"1996-09-05","66"
1061,"1996-09-14","66"
1062,"1996-10-05","66"
1063,"1996-11-22","66"
1064,"1997-09-18","66"
1065,"1997-10-03","66"
1066,"1997-10-07","66"
1067,"1997-10-07","66"
1068,"1997-10-27","66"
1069,"1997-11-03","66"
1070,"1997-11-25","66"
1071,"1998-02-04","66"
1072,"1998-03-09","66"
1073,"1998-04-18","66"
1074,"2001-01-21","66"
1075,"2001-09-09","66"
1076,"1999-01-18","66"
1077,"1998-08-27","66"
1078,"1999-08-14","66"
1079,"1999-08-29","66"
1080,"1999-10-04","66"
1081,"1999-10-18","66"
1082,"2000-04-03","66"
1083,"2000-04-10","66"
1084,"2000-07-10","66"
1085,"2000-09-01","66"
1086,"2000-10-31","66"
1087,"2000-11-07","66"
1088,"2000-11-15","66"
1089,"2000-11-16","66"
1090,"2000-11-18","66"
1091,"2000-12-19","66"
1092,"2001-01-09","66"
1093,"2001-01-10","66"
1094,"2001-02-03","66"
1095,"2001-08-22","66"
1096,"2001-09-01","66"
1097,"2001-09-28","66"
1098,"2001-11-05","66"
1099,"2001-11-28","66"
1100,"2001-12-12","66"
1101,"2002-01-14","66"
1102,"2002-08-26","66"
1103,"2002-09-06","66"
1104,"2002-09-19","66"
1105,"2002-09-25","66"
1106,"1999-09-24","66"
1107,"2001-08-03","66"
1108,"2001-08-29","66"
1109,"2001-09-16","66"
1110,"1996-09-26","66"
1111,"1996-11-22","66"
1112,"1996-10-19","66"
1113,"1997-01-22","66"
1114,"1997-04-30","66"
1115,"1997-09-26","66"
1116,"2000-09-02","66"
1117,"2000-09-06","66"
1118,"2000-09-07","66"
1119,"2000-09-07","66"
1120,"2000-09-08","66"
1121,"2000-09-08","66"
1122,"2000-09-09","66"
1123,"2000-09-15","66"
1124,"2000-09-18","66"
1125,"2000-10-07","66"
1126,"2000-10-05","66"
1127,"2000-10-08","66"
1128,"2000-10-10","66"
1129,"2000-10-10","66"
1130,"2000-10-17","66"
1131,"2000-11-29","66"
1132,"2000-12-19","66"
1133,"2000-12-21","66"
1134,"2001-09-03","66"
1135,"2001-09-03","66"
1136,"2001-09-06","66"
1137,"2001-09-06","66"
1138,"2001-09-07","66"
1139,"2001-09-07","66"
1140,"2001-09-09","66"
1141,"2001-09-10","66"
1142,"2001-09-10","66"
1143,"2001-09-11","66"
1144,"2001-09-16","66"
1145,"2001-09-16","66"
1146,"2001-09-18","66"
1147,"2001-09-18","66"
1148,"2001-09-21","66"
1149,"2001-10-10","66"
1150,"2002-09-09","66"
1151,"2002-09-10","66"
1152,"2002-09-10","66"
1153,"2002-09-11","66"
1154,"2002-09-11","66"
1155,"2002-09-11","66"
1156,"2002-09-13","66"
1157,"2002-09-13","66"
1158,"2002-09-13","66"
1159,"2002-09-16","66"
1160,"2002-09-19","66"
1161,"2002-09-19","66"
1162,"2002-09-22","66"
1163,"2002-09-27","66"
1164,"2002-09-27","66"
1165,"2002-10-06","66"
1166,"2002-10-11","66"
1167,"2002-10-14","66"
1168,"2002-11-01","66"
1169,"2002-11-01","66"
1170,"2002-11-12","66"
1171,"2002-12-14","66"
1172,"2003-08-31","66"
1173,"2003-09-12","66"
1174,"2003-09-12","66"
1175,"2003-09-18","66"
1176,"2003-09-19","66"
1177,"2003-09-22","66"
1178,"2003-09-24","66"
1179,"2003-09-25","66"
1180,"2003-09-30","66"
1181,"2003-09-30","66"
1182,"2003-10-31","66"
1183,"2003-10-31","66"
1184,"2003-11-13","66"
1185,"2003-11-16","66"
1186,"2004-08-20","66"
1187,"2004-08-30","66"
1188,"2004-09-03","66"
1189,"2004-09-08","66"
1190,"2004-09-10","66"
1191,"2004-09-11","66"
1192,"2004-09-12","66"
1193,"2004-09-13","66"
1194,"2004-09-14","66"
1195,"2004-09-15","66"
1196,"2004-09-17","66"
1197,"2004-09-17","66"
1198,"2004-09-20","66"
1199,"2004-09-21","66"
1200,"2004-09-22","66"
1201,"2004-09-24","66"
1202,"2005-08-30","66"
1203,"2005-09-05","66"
1204,"2005-09-09","66"
1205,"2005-09-10","66"
1206,"2005-09-15","66"
1207,"2005-09-19","66"
1208,"2005-09-20","66"
1209,"2005-09-22","66"
1210,"2005-09-26","66"
1211,"2005-09-30","66"
1212,"2005-10-01","66"
1213,"2005-10-01","66"
1214,"2005-10-05","66"
1215,"2005-10-07","66"
1216,"2006-09-05","66"
1217,"2006-09-10","66"
1218,"2006-09-12","66"
1219,"2006-09-14","66"
1220,"2006-09-14","66"
1221,"2006-09-17","66"
1222,"2006-09-19","66"
1223,"2006-09-19","66"
1224,"2006-09-24","66"
1225,"2006-09-26","66"
1226,"2006-10-01","66"
1227,"2006-10-01","66"
1228,"2006-10-01","66"
1229,"2006-10-05","66"
1230,"2007-09-01","66"
1231,"2007-09-02","66"
1232,"2007-09-02","66"
1233,"2007-09-02","66"
1234,"2007-09-05","66"
1235,"2007-09-06","66"
1236,"2007-09-09","66"
1237,"2007-09-11","66"
1238,"2007-09-13","66"
1239,"2007-09-18","66"
1240,"2007-09-20","66"
1241,"2007-09-20","66"
1242,"2007-09-26","66"
1243,"2007-10-06","66"
1244,"1989-11-18","66"
1245,"1991-10-29","66"
1246,"1993-10-04","66"
1247,"1993-12-08","66"
1248,"1994-08-24","66"
1249,"1994-09-02","66"
1250,"1994-09-05","66"
1251,"1994-09-07","66"
1252,"1994-09-07","66"
1253,"1994-09-20","66"
1254,"1994-10-29","66"
1255,"1995-09-10","66"
1256,"1995-12-21","66"
1257,"1996-08-29","66"
1258,"1996-10-02","66"
1259,"1996-10-08","66"
1260,"1996-10-14","66"
1261,"1996-11-10","66"
1262,"1997-09-02","66"
1263,"1997-09-03","66"
1264,"1997-09-04","66"
1265,"1997-09-09","66"
1266,"1997-09-10","66"
1267,"1997-09-10","66"
1268,"1997-09-14","66"
1269,"1997-10-01","66"
1270,"1997-10-03","66"
1271,"1997-10-20","66"
1272,"1997-10-26","66"
1273,"1997-10-26","66"
1274,"1997-11-03","66"
1275,"1997-11-19","66"
1276,"1997-04-23","66"
1277,"1998-09-05","66"
1278,"1998-09-01","66"
1279,"1998-09-06","66"
1280,"1998-09-06","66"
1281,"1998-09-10","66"
1282,"1998-09-10","66"
1283,"1998-09-11","66"
1284,"1998-09-12","66"
1285,"1998-09-12","66"
1286,"1998-10-01","66"
1287,"1998-11-08","66"
1288,"1999-09-02","66"
1289,"1999-09-03","66"
1290,"1999-09-03","66"
1291,"1999-09-08","66"
1292,"1999-09-10","66"
1293,"1999-09-13","66"
1294,"1999-09-14","66"
1295,"1999-09-15","66"
1296,"1999-09-16","66"
1297,"1999-09-17","66"
1298,"1999-09-24","66"
1299,"1999-10-09","66"
1300,"1999-10-11","66"
1301,"1999-10-22","66"
1302,"1999-11-12","66"
